"lang"
{
	"Language"		"English"
        "DOTA_Tooltip_ability_global_difficulty_buff_damage_increase_pct"                     "%BONUS DAMAGE DEALT:"
        "DOTA_Tooltip_ability_global_difficulty_buff_damage_decrease_pct"                     "%DAMAGE REDUCTION:"

        "DOTA_Tooltip_modifier_global_difficulty_buff_friendly_datadriven"       "Difficulty Modifier"
        "DOTA_Tooltip_modifier_global_difficulty_buff_friendly_datadriven_Description"       "Damage dealt increased by %dMODIFIER_PROPERTY_DAMAGEOUTGOING_PERCENTAGE%%% and damage taken reduced by %dMODIFIER_PROPERTY_INCOMING_DAMAGE_PERCENTAGE%%%"

        "DOTA_Tooltip_ability_global_armor_buff"                     "Global Armor Buff"
        "DOTA_Tooltip_ability_global_armor_buff_Description"                     "The ancient grants armor and health to all friendly heroes, creeps, illusions, and summons.\n\nDestroy enemy melee barracks to increase the strength of this ability."
        "DOTA_Tooltip_ability_global_armor_buff_bonus_armor_lvl"                     "BONUS ARMOR PER LEVEL (HEROES):"
        "DOTA_Tooltip_ability_global_armor_buff_bonus_health_lvl"                     "%BONUS RESIST PER LEVEL (HEROES):"
        "DOTA_Tooltip_ability_global_armor_buff_bonus_armor_lvl_tower"                     "BONUS ARMOR PER LEVEL (TOWERS):"
        "DOTA_Tooltip_ability_global_armor_buff_bonus_health_lvl_tower"                     "%BONUS RESIST PER LEVEL (TOWERS):"
        "DOTA_Tooltip_ability_global_armor_buff_bonus_armor_lvl_creep"                     "BONUS ARMOR PER LEVEL (CREEPS):"
        "DOTA_Tooltip_ability_global_armor_buff_bonus_health_lvl_creep"                     "%BONUS RESIST PER LEVEL (CREEPS):"

        "DOTA_Tooltip_modifier_global_armor_buff_friendly_datadriven"       "Global Armor Buff"
        "DOTA_Tooltip_modifier_global_armor_buff_friendly_datadriven_Description"       "Armor increased by %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% and Spell Resistance increased by %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%%% by the power of the Ancient"

        "DOTA_Tooltip_modifier_global_armor_buff_tower_friendly_datadriven"       "Global Armor Buff"
        "DOTA_Tooltip_modifier_global_armor_buff_tower_friendly_datadriven_Description"       "Armor increased by %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% and Spell Resistance increased by %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%%% by the power of the Ancient"

        "DOTA_Tooltip_modifier_global_armor_buff_creep_friendly_datadriven"       "Global Armor Buff"
        "DOTA_Tooltip_modifier_global_armor_buff_creep_friendly_datadriven_Description"       "Armor increased by %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% and Spell Resistance increased by %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%%% by the power of the Ancient"

        "DOTA_Tooltip_ability_reward_global_armor_buff"                     "Global Armor Buff Reward"
        "DOTA_Tooltip_ability_reward_global_armor_buff_Description"                     "Destroying this unit will increase the armor provided by your ancient."

        "DOTA_Tooltip_ability_reward_global_armor_penalty"                     "Global Armor Buff Penalty"
        "DOTA_Tooltip_ability_reward_global_armor_penalty_Description"                     "Losing this unit will increase the armor provided by the enemy ancient."

        "DOTA_Tooltip_ability_global_offense_buff"                     "Global Offense Buff"
        "DOTA_Tooltip_ability_global_offense_buff_Description"                     "The ancient grants attack speed and damage to all friendly heroes, creeps, illusions, and summons.\n\nDestroy enemy towers to increase the strength of this ability."
        "DOTA_Tooltip_ability_global_offense_buff_bonus_attack_speed_lvl"                     "BONUS ATTACK SPEED PER LEVEL:"
        "DOTA_Tooltip_ability_global_offense_buff_bonus_damage_lvl"                     "DAMAGE BONUS PER LEVEL:"

        "DOTA_Tooltip_modifier_global_offense_buff_friendly_datadriven"       "Global Offense Buff"
        "DOTA_Tooltip_modifier_global_offense_buff_friendly_datadriven_Description"       "Damage increased by %dMODIFIER_PROPERTY_BASEATTACK_BONUSDAMAGE% and attack speed increased by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% by the power of the Ancient"

        "DOTA_Tooltip_ability_reward_global_offense_buff"                     "Global Offense Buff Reward"
        "DOTA_Tooltip_ability_reward_global_offense_buff_Description"                     "Destroying this unit will increase the bonus damage and attack speed provided by your ancient."

        "DOTA_Tooltip_ability_reward_global_offense_penalty"                     "Global Offense Buff Penalty"
        "DOTA_Tooltip_ability_reward_global_offense_penalty_Description"                     "Losing this unit will increase the bonus damage and attack speed provided by the enemy ancient."

        "DOTA_Tooltip_Ability_item_ultimate_scepter_2"			"Aghanim's Regalia"
        "DOTA_Tooltip_ability_item_ultimate_scepter_2_Description"				"Passive: Ultimate Upgrade - Upgrades the ultimate, and some abilities, of certain heroes."
        "DOTA_Tooltip_ability_item_ultimate_scepter_2_Lore"						"The scepter of a wizard with demigod-like powers."
        "DOTA_Tooltip_ability_item_ultimate_scepter_2_bonus_all_stats"			"+$all"
        "DOTA_Tooltip_ability_item_ultimate_scepter_2_bonus_health"				"+$health"
        "DOTA_Tooltip_ability_item_ultimate_scepter_2_bonus_mana"					"+$mana"

        "DOTA_Tooltip_ability_item_radiance_2"                                  "Brilliant Radiance"
        "DOTA_Tooltip_ability_item_radiance_2_Description"						"Active: Toggle Burn - When active, scorches nearby enemies for %aura_damage% damage per second and blinds them, causing them to miss %blind_pct%%% of their attacks."
        "DOTA_Tooltip_ability_item_radiance_2_Lore"								"A divine weapon that causes damage and a bright burning effect that lays waste to nearby enemies."
        "DOTA_Tooltip_ability_item_radiance_2_bonus_damage"						"+$damage"
        "DOTA_Tooltip_ability_item_radiance_2_aura_damage"						"BURN DAMAGE PER SECOND:"
        "DOTA_Tooltip_ability_item_radiance_2_blind_pct"								"%BURN MISS CHANCE:"
        "DOTA_Tooltip_ability_item_radiance_2_aura_radius"							"BURN RADIUS:"

        "DOTA_Tooltip_Ability_item_heavens_halberd_2"				"Halberd of Glory"
        "DOTA_Tooltip_ability_item_heavens_halberd_2_Description"							"Active: Disarm - Massively reduces the attack speed of a group of enemy units.\nPassive: Lesser Maim - Each attack has a chance to slow the enemy's movement and attack speed for %maim_duration% seconds.\n\nStacks diminishingly with other sources of Evasion."
        "DOTA_Tooltip_ability_item_heavens_halberd_2_Lore"								"This halberd moves with the speed of a smaller weapon, allowing the bearer to win duels that a heavy edge would not."
        "DOTA_Tooltip_ability_item_heavens_halberd_2_Note0"								"Disarm can only be removed with spell immunity."
        "DOTA_Tooltip_ability_item_heavens_halberd_2_bonus_evasion"						"%+$evasion"
        "DOTA_Tooltip_ability_item_heavens_halberd_2_bonus_damage"							"+$damage"
        "DOTA_Tooltip_ability_item_heavens_halberd_2_bonus_strength"						"+$str"
        "DOTA_Tooltip_ability_item_heavens_halberd_2_maim_chance"							"%MAIM CHANCE:"
        "DOTA_Tooltip_ability_item_heavens_halberd_2_maim_movement_speed"					"%MAIM MOVEMENT SLOW:"
        "DOTA_Tooltip_ability_item_heavens_halberd_2_maim_attack_speed"					"MAIM ATTACK SLOW:"
        "DOTA_Tooltip_ability_item_heavens_halberd_2_maim_duration"							"MAIM DURATION:"
        "DOTA_Tooltip_ability_item_heavens_halberd_2_disarm_duration"						"DISARM DURATION:"
        "DOTA_Tooltip_ability_item_heavens_halberd_2_disarm_cast_range_tooltip"	"DISARM CAST RANGE:"
        "DOTA_Tooltip_ability_item_heavens_halberd_2_radius"	"DISARM RADIUS:"

        "DOTA_Tooltip_ability_tower_overpower"											"Strafe"
        "DOTA_Tooltip_ability_tower_overpower_Description"								"The tower gains increased attack speed for a short time.\n\nUse building upgrade items to increase the tower's abilities."
        "DOTA_Tooltip_ability_tower_overpower_attack_speed_bonus_pct"					"BONUS ATTACK SPEED:"
        "DOTA_Tooltip_ability_tower_overpower_duration"							"DURATION:"

        "DOTA_Tooltip_modifier_overpower_strafe"							"Strafe"
        "DOTA_Tooltip_modifier_overpower_strafe_Description"				"Attack speed increased by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%."

        "DOTA_Tooltip_ability_tower_aura"											"Tower Debuff Aura"
        "DOTA_Tooltip_ability_tower_aura_Description"								"The tower decreases the armor and magic resistance of nearby enemies, and grants nearby allies a chance for true strike."
        "DOTA_Tooltip_ability_tower_aura_radius"					"RADIUS:"
        "DOTA_Tooltip_ability_tower_aura_magic_resistance"							"%SPELL RESISTANCE:"
        "DOTA_Tooltip_ability_tower_aura_armor"							"ARMOR REDUCTION:"
        "DOTA_Tooltip_ability_tower_aura_truestrike"							"%TRUE STRIKE:"

        "DOTA_Tooltip_modifier_tower_aura_effect"                           "Tower Debuff Aura"
        "DOTA_Tooltip_modifier_tower_aura_effect_Description"				"Armor decreased by %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%, Spell Resistance reduced by %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%%%."

        "DOTA_Tooltip_modifier_tower_aura_buff"                           "Tower Buff Aura"
        "DOTA_Tooltip_modifier_tower_aura_buff_Description"				"Attacks have a chance for true strike."

        "DOTA_Tooltip_ability_item_building_upgrade_datadriven"                         "Building Upgrade (BETA)"
        "DOTA_Tooltip_ability_item_building_upgrade_datadriven_Description"                    "Active: Consume to upgrade the abilities of a specific building. If a building has no abilities to learn, it will instead be healed."
        "DOTA_Tooltip_ability_item_building_upgrade_datadriven_heal_amount"                         "HEAL:"

        "DOTA_Tooltip_ability_building_stats"                   "Building Attributes"
        "DOTA_Tooltip_ability_building_stats_Description"                     "The building gains increasing amounts of armor, health, and damage block.\n\nMelee barracks increase the amount of friendly creeps spawned, while Ranged barracks grant your friendly creeps levels."
        "DOTA_Tooltip_ability_building_stats_bonus_armor_lvl"                     "BONUS ARMOR PER LEVEL:"
        "DOTA_Tooltip_ability_building_stats_bonus_health_lvl"                     "BONUS HEALTH PER LEVEL:"
        "DOTA_Tooltip_ability_building_stats_damage_block_lvl"                      "DAMAGE BLOCK PER LEVEL:"

        "DOTA_Tooltip_ability_tower_stats"                     "Tower Attributes"
        "DOTA_Tooltip_ability_tower_stats_Description"                     "The tower gains increasing amounts of armor, health, attack speed, and damage as it is upgraded.\n\nUse building upgrade items to increase the tower's abilities."
        "DOTA_Tooltip_ability_tower_stats_bonus_armor_lvl"                     "BONUS ARMOR PER LEVEL:"
        "DOTA_Tooltip_ability_tower_stats_bonus_health_lvl"                     "BONUS HEALTH PER LEVEL:"
        "DOTA_Tooltip_ability_tower_stats_bonus_attack_speed_lvl"                     "BONUS ATTACK SPEED PER LEVEL:"
        "DOTA_Tooltip_ability_tower_stats_bonus_damage_lvl"                     "DAMAGE BONUS PER LEVEL:"

        "DOTA_Tooltip_ability_tower_splash"							"Multi-shot"
        "DOTA_Tooltip_ability_tower_splash_Description"				"The tower can attack multiple targets at once."
        "DOTA_Tooltip_ability_tower_splash_total_arrow_count"		"TOTAL TARGETS:"

        "DOTA_Tooltip_ability_item_shivas_guard_2"                              "Shiva's Armaments"
        "DOTA_Tooltip_ability_item_shivas_guard_2_Description"					"Active: Arctic Blast - Emits a freezing wave that deals %blast_damage% magical damage to enemies and slows their movement by %blast_movement_speed%%% for %blast_debuff_duration% seconds.\nPassive: Freezing Aura - Reduces the attack speed and magical resistance of all enemies in a %aura_radius% radius.\n\nMultiple instances of Freezing Aura do not stack."
        "DOTA_Tooltip_ability_item_shivas_guard_2_Lore"							"Said to have belonged to a goddess, today it retains much of its former power."
        "DOTA_Tooltip_ability_item_shivas_guard_2_Note0"							"The wave extends at a speed of 350 to a max size of 900."
        "DOTA_Tooltip_ability_item_shivas_guard_2_Note1"							"The Arctic Blast follows its caster."
        "DOTA_Tooltip_ability_item_shivas_guard_2_bonus_str"				"+$str"
        "DOTA_Tooltip_ability_item_shivas_guard_2_bonus_agi"				"+$agi"
        "DOTA_Tooltip_ability_item_shivas_guard_2_bonus_int"				"+$int"
        "DOTA_Tooltip_ability_item_shivas_guard_2_bonus_armor"					"+$armor"
        "DOTA_Tooltip_ability_item_shivas_guard_2_bonus_health_regen"					"+$hp_regen"
        "DOTA_Tooltip_ability_item_shivas_guard_2_aura_attack_speed"				"AURA ATTACK SLOW:"
        "DOTA_Tooltip_ability_item_shivas_guard_2_resist_debuff"				"%AURA INCREASED MAGIC DAMAGE:"
        "DOTA_Tooltip_ability_item_shivas_guard_2_blast_damage"					"BLAST DAMAGE:"
        "DOTA_Tooltip_ability_item_shivas_guard_2_blast_movement_speed"			"%BLAST MOVEMENT SLOW:"
        "DOTA_Tooltip_ability_item_shivas_guard_2_blast_debuff_duration"			"BLAST SLOW DURATION:"
        "DOTA_Tooltip_ability_item_shivas_guard_2_blast_radius"						"BLAST RADIUS:"

        "DOTA_Tooltip_modifier_item_shivas_guard_2_enemy_aura"				"Freezing Aura"
        "DOTA_Tooltip_modifier_item_shivas_guard_2_enemy_aura_Description"	"Attack speed reduced by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% and Magic Damage increased by %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%%%."
        "DOTA_Tooltip_modifier_item_shivas_guard_2_blast_debuff"				"Arctic Blast"
        "DOTA_Tooltip_modifier_item_shivas_guard_2_blast_debuff_Description"	"Movement speed slowed by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."

        "DOTA_Tooltip_ability_item_vladmir_2"                               "Vladmir's Cuirass"
        "DOTA_Tooltip_ability_item_vladmir_2_Description"							"Passive: Vladmir's Cuirass - Grants lifesteal, health regeneration, mana regeneration, bonus attack damage, armor, and attack speed to allies in a %aura_radius% radius. Nearby structures receive the armor and attack speed. Nearby enemy units and structures receive a decrease in armor.\n\nMultiple instances of Vladmir's Cuirass do not stack."
        "DOTA_Tooltip_ability_item_vladmir_2_Lore"								"An eerie armor that is haunted with the malice of a fallen vampire."
        "DOTA_Tooltip_ability_item_vladmir_2_Note0"								"Fully stacks with armor auras from Ring of Basilius, Ring of Aquila, Vladmir's Offering, or Assault Cuirass."
        "DOTA_Tooltip_ability_item_vladmir_2_bonus_all_stats"					"+$all"
        "DOTA_Tooltip_ability_item_vladmir_2_bonus_attack_speed"					"+$attack"
        "DOTA_Tooltip_ability_item_vladmir_2_bonus_armor"							"+$armor"
        "DOTA_Tooltip_ability_item_vladmir_2_hp_regen"							"AURA HEALTH REGEN:"
        "DOTA_Tooltip_ability_item_vladmir_2_vampiric_aura"						"%AURA LIFESTEAL:"
        "DOTA_Tooltip_ability_item_vladmir_2_mana_regen_aura"						"AURA MANA REGEN:"
        "DOTA_Tooltip_ability_item_vladmir_2_damage_aura"							"%AURA BONUS ATTACK DAMAGE:"
        "DOTA_Tooltip_ability_item_vladmir_2_armor_aura"							"AURA BONUS ARMOR:"
        "DOTA_Tooltip_ability_item_vladmir_2_aura_attack_speed"					"AURA ATTACK SPEED:"
        "DOTA_Tooltip_ability_item_vladmir_2_aura_negative_armor"					"AURA ENEMY ARMOR REDUCTION:"
        "DOTA_Tooltip_ability_item_vladmir_2_aura_radius"							"AURA RADIUS:"

        "DOTA_Tooltip_modifier_item_vladmir_2_general_aura"				"Vladmir's Cuirass"
		"DOTA_Tooltip_modifier_item_vladmir_2_general_aura_Description"	"Gaining lifesteal, %dMODIFIER_PROPERTY_BASEDAMAGEOUTGOING_PERCENTAGE%%% bonus attack damage, %dMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT% health regen, 0.8 mana regen, %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% armor, and %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT_SECONDARY% attack speed."

		"DOTA_Tooltip_modifier_item_vladmir_2_building_aura"				"Vladmir's Cuirass"
        "DOTA_Tooltip_modifier_item_vladmir_2_building_aura_Description"	"Armor enhanced by %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%\nAttack speed increased by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT_SECONDARY%"

        "DOTA_Tooltip_modifier_item_vladmir_2_enemy_aura"				"Vladmir's Cuirass"
        "DOTA_Tooltip_modifier_item_vladmir_2_enemy_aura_Description"	"Armor reduced by %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%"

        "DOTA_Tooltip_ability_slark_essence_shift_datadriven"								"Essence Shift"
        "DOTA_Tooltip_ability_slark_essence_shift_datadriven_Description"					"Slark steals the life essence of enemy units with his attacks, draining each of their attributes and converting them to bonus Agility."
        "DOTA_Tooltip_ability_slark_essence_shift_datadriven_Lore"							"With each strike at his adversaries, Slark's knowledge of their weaknesses improves."
        "DOTA_Tooltip_ability_slark_essence_shift_datadriven_Note0"						"Attributes cannot be dropped below 1."
        "DOTA_Tooltip_ability_slark_essence_shift_datadriven_Note1"						"Essence Shifted stats are returned to normal on death. The stat return for Slark and for the affected hero are separate."
        "DOTA_Tooltip_ability_slark_essence_shift_datadriven_agi_gain"						"AGILITY GAINED:"
        "DOTA_Tooltip_ability_slark_essence_shift_datadriven_stat_loss"					"ALL ATTRIBUTE LOSS:"
        "DOTA_Tooltip_ability_slark_essence_shift_datadriven_duration"						"DURATION:"

        "DOTA_Tooltip_modifier_slark_essence_shift_datadriven_buff_counter"							"Essence Shift"
        "DOTA_Tooltip_modifier_slark_essence_shift_datadriven_buff_counter_Description"				"Stealing %dMODIFIER_PROPERTY_TOOLTIP% agility."
        "DOTA_Tooltip_modifier_slark_essence_shift_datadriven_debuff_counter"			"Essence Shift"
        "DOTA_Tooltip_modifier_slark_essence_shift_datadriven_debuff_counter_Description"	"Losing %dMODIFIER_PROPERTY_TOOLTIP% of each attribute."

        "DOTA_Tooltip_ability_mirana_leap_Description"									"Leap forward into battle, empowering allied units with a ferocious roar that grants bonus attack and movement speed. Speed bonus lasts 10 seconds."

        "DOTA_Tooltip_ability_bloodseeker_thirst_datadriven"                        "Thirst"
        "DOTA_Tooltip_ability_bloodseeker_thirst_datadriven_Description"                        "Bloodseeker's thirst for the blood of his enemies makes him faster and hit harder."
        "DOTA_Tooltip_ability_bloodseeker_thirst_datadriven_bonus_damage"                        "BONUS DAMAGE:"
        "DOTA_Tooltip_ability_bloodseeker_thirst_datadriven_bonus_movespeed"                        "%MOVE SPEED:"

        "DOTA_Tooltip_ability_spirit_breaker_empowering_haste_datadriven"						"Empowering Haste"
        "DOTA_Tooltip_ability_spirit_breaker_empowering_haste_datadriven_Lore"					"Aspiring heroes gain speed and power from simply observing the Spirit Breaker's dominance on the battle field."
        "DOTA_Tooltip_ability_spirit_breaker_empowering_haste_datadriven_Description"			"Causes Spirit Breaker to gain power with higher movement speed. His presence increases the movement speed of nearby allied units. This bonus is increased for Spirit Breaker."
        "DOTA_Tooltip_ability_spirit_breaker_empowering_haste_datadriven_bonus_movespeed_pct"	"%ALLY MOVE SPEED:"
        "DOTA_Tooltip_ability_spirit_breaker_empowering_haste_datadriven_bonus_movespeed_pct_extra"			"%SELF MOVE SPEED:"
        "DOTA_Tooltip_ability_spirit_breaker_empowering_haste_datadriven_aura_radius"			"AURA RADIUS:"

        "DOTA_Tooltip_modifier_spirit_breaker_empowering_haste_aura_datadriven"							"Empowering Haste"
        "DOTA_Tooltip_modifier_spirit_breaker_empowering_haste_aura_datadriven_Description"				"Moving %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% faster and dealing %dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE%% bonus damage."

        "DOTA_Tooltip_ability_necrolyte_heartstopper_aura_datadriven"								"Heartstopper Aura"
        "DOTA_Tooltip_ability_necrolyte_heartstopper_aura_datadriven_Description"					"Necrophos stills the hearts of his opponents, causing nearby enemy units to lose a percentage of their max health over time."
        "DOTA_Tooltip_ability_necrolyte_heartstopper_aura_datadriven_Lore"							"Those who come within a short distance of Necrophos can feel pestilence and plague in the air."
        "DOTA_Tooltip_ability_necrolyte_heartstopper_aura_datadriven_Note0"						"Damage won't disable items like Blink Dagger."
        "DOTA_Tooltip_ability_necrolyte_heartstopper_aura_datadriven_Note1"						"Does not affect ancient creeps."
        "DOTA_Tooltip_ability_necrolyte_heartstopper_aura_datadriven_aura_radius"					"RADIUS:"
        "DOTA_Tooltip_ability_necrolyte_heartstopper_aura_datadriven_aura_damage"					"%HEALTH DECAY:"
        "DOTA_Tooltip_ability_necrolyte_heartstopper_aura_datadriven_max_damage"					"MAXIMUM DAMAGE PER SECOND:"
        "DOTA_Tooltip_ability_necrolyte_reapers_scythe_datadriven"									"Reaper's Scythe"
        "DOTA_Tooltip_ability_necrolyte_reapers_scythe_datadriven_Description"						"Stuns the target enemy hero, then deals damage based on how much life it is missing. Heroes killed by Reaper's Scythe will have %respawn_constant% seconds added to their respawn timer. Any kill under this effect is credited to Necrophos.\n\nUpgradable by Aghanim's Scepter."
        "DOTA_Tooltip_ability_necrolyte_reapers_scythe_datadriven_Lore"							"The amount of death and suffering in the air increases the power of Necrophos's plague magic."
        "DOTA_Tooltip_ability_necrolyte_reapers_scythe_datadriven_Note0"							"Damage is dealt at the end of the stun."
        "DOTA_Tooltip_ability_necrolyte_reapers_scythe_datadriven_Note1"							"The stun goes through spell immunity, but not the damage."
        "DOTA_Tooltip_ability_necrolyte_reapers_scythe_datadriven_damage_per_health"				"DAMAGE PER MISSING HP:"
        "DOTA_Tooltip_ability_necrolyte_reapers_scythe_datadriven_max_damage"					"MAX DAMAGE:"
        "DOTA_Tooltip_ability_necrolyte_reapers_scythe_datadriven_stun_duration"					"STUN DURATION:"
        "DOTA_Tooltip_ability_necrolyte_reapers_scythe_datadriven_respawn_constant"					"ADDED RESPAWN TIME:"
        "DOTA_Tooltip_ability_necrolyte_reapers_scythe_datadriven_damage_per_health_scepter"		"SCEPTER DAMAGE PER MISSING HP:"
        "DOTA_Tooltip_ability_necrolyte_reapers_scythe_datadriven_max_damage_scepter"					"SCEPTER MAX DAMAGE:"
        "DOTA_Tooltip_ability_necrolyte_reapers_scythe_datadriven_aghanim_description"				"Increases damage per HP missing and maximum damage dealt.  Units killed by Reaper's Scythe cannot buyback."

        "DOTA_Tooltip_ability_huskar_life_break_datadriven"										"Life Break"
        "DOTA_Tooltip_ability_huskar_life_break_datadriven_Description"							"Huskar draws upon his health to break an enemy's life, leaping at a target within attack range to shatter a percentage of that hero's current health, and slowing them.  While leaping, Huskar is Spell Immune.\n\nUpgradable by Aghanim's Scepter."
        "DOTA_Tooltip_ability_huskar_life_break_datadriven_Lore"									"No matter the danger, Huskar thrusts himself into melees that only he can survive."
        "DOTA_Tooltip_ability_huskar_life_break_datadriven_Note0"									"If Huskar is disabled during the charge or the target moves more than 1400 units in 0.015 seconds, the charge stops."
        "DOTA_Tooltip_ability_huskar_life_break_datadriven_Note1"									"Slow works on Spell Immune units."
        "DOTA_Tooltip_ability_huskar_life_break_datadriven_Note2"									"Life Break cannot be disjointed."
        "DOTA_Tooltip_ability_huskar_life_break_datadriven_tooltip_health_damage"					"%DAMAGE DEALT:"
        "DOTA_Tooltip_ability_huskar_life_break_datadriven_tooltip_health_damage_scepter"					"%SCEPTER DAMAGE DEALT:"
        "DOTA_Tooltip_ability_huskar_life_break_datadriven_max_damage"					"MAX DAMAGE:"
        "DOTA_Tooltip_ability_huskar_life_break_datadriven_max_damage_scepter"					"SCEPTER MAX DAMAGE:"
        "DOTA_Tooltip_ability_huskar_life_break_datadriven_tooltip_health_cost_percent"			"%DAMAGE TAKEN:"
        "DOTA_Tooltip_ability_huskar_life_break_datadriven_movespeed"								"%MOVEMENT SLOW:"
        "DOTA_Tooltip_ability_huskar_life_break_datadriven_slow_duration_tooltip"								"SLOW DURATION:"
        "DOTA_Tooltip_ability_huskar_life_break_datadriven_aghanim_description"				"Increases damage percentage and maximum damage dealt."

        "DOTA_Tooltip_ability_riki_blink_strike_datadriven"										"Blink Strike"
        "DOTA_Tooltip_ability_riki_blink_strike_datadriven_Description"							"Teleports behind the target unit, striking all enemies at the landing zone. Bonus backstab damage is applied."
        "DOTA_Tooltip_ability_riki_blink_strike_datadriven_Lore"									"The Stealth Assassin's agile movement makes him impossible to escape."
        "DOTA_Tooltip_ability_riki_blink_strike_datadriven_Note0"									"Riki's first attack after Blink Strike will be a backstab."
        "DOTA_Tooltip_ability_riki_blink_strike_datadriven_Note1"									"Blink Strike's damage is dealt before the next attack."
        "DOTA_Tooltip_ability_riki_blink_strike_datadriven_Note2"									"You can Blink Strike to allies, but they take no damage."
        "DOTA_Tooltip_ability_riki_blink_strike_datadriven_tooltip_range"							"RANGE:"
        "DOTA_Tooltip_ability_riki_blink_strike_datadriven_bonus_damage"							"BONUS DAMAGE:"
        "DOTA_Tooltip_ability_riki_blink_strike_datadriven_radius"							"RADIUS:"

        "DOTA_Tooltip_ability_tricks_of_the_trade_datadriven"									"Tricks of the Trade"
        "DOTA_Tooltip_ability_tricks_of_the_trade_datadriven_Description"						"CHANNELED - Phases out of the world while striking every enemy from behind in a %range% AoE every fraction of a second."
        "DOTA_Tooltip_ability_tricks_of_the_trade_datadriven_Lore"							"The Stealth Assassin is not afraid to fight dirty, and specializes in attacking his opponents from behind."
        "DOTA_Tooltip_ability_tricks_of_the_trade_datadriven_Note0"							"Attacks once when casted and once per damage interval after that."
        "DOTA_Tooltip_ability_tricks_of_the_trade_datadriven_Note1"							"Moving while phased out will cancel the ability."
        "DOTA_Tooltip_ability_tricks_of_the_trade_datadriven_range"							"RADIUS:"
        "DOTA_Tooltip_ability_tricks_of_the_trade_datadriven_damage_interval"    				"DAMAGE INTERVAL:"
        "DOTA_Tooltip_ability_tricks_of_the_trade_datadriven_attack_count"    				"MAX ATTACKS PER UNIT:"

        "DOTA_Tooltip_ability_nyx_assassin_mana_burn_datadriven"							"Mana Burn"
        "DOTA_Tooltip_ability_nyx_assassin_mana_burn_datadriven_Description"				"Converts part of the target unit's mana into an explosive blast, damaging the target and nearby units."
        "DOTA_Tooltip_ability_nyx_assassin_mana_burn_datadriven_Lore"						"The tome in Ultimyr describes one scarab with the ability eat away at the mind of lesser beings."
        "DOTA_Tooltip_ability_nyx_assassin_mana_burn_datadriven_Note0"						"Will not deal damage if the target has no mana."
        "DOTA_Tooltip_ability_nyx_assassin_mana_burn_datadriven_mana_per_hit"			"MANA BURNT:"
        "DOTA_Tooltip_ability_nyx_assassin_mana_burn_datadriven_radius"			"RADIUS:"
        "DOTA_Tooltip_ability_nyx_assassin_spiked_carapace_datadriven"						"Spiked Carapace"
        "DOTA_Tooltip_ability_nyx_assassin_spiked_carapace_datadriven_Description"			"When activated while above ground, Spiked Carapace reflects and negates damage dealt to Nyx Assassin (max once from each source), as well as stunning the source of the damage. Activating Spiked Carapace will not break Vendetta invisibility.\n\nWhile Burrowed, Spiked Carapace instantly stuns nearby enemies when cast."
        "DOTA_Tooltip_ability_nyx_assassin_spiked_carapace_datadriven_Lore"				"While their carapace is relatively thin, it's guarded by a retractable field of razor-sharp spikes."
        "DOTA_Tooltip_ability_nyx_assassin_spiked_carapace_datadriven_Note0"				"The damage is calculated after all reductions."
        "DOTA_Tooltip_ability_nyx_assassin_spiked_carapace_datadriven_Note1"				"Spiked Carapace will only trigger on damage from other player controlled units."
        "DOTA_Tooltip_ability_nyx_assassin_spiked_carapace_datadriven_reflect_duration"	"REFLECT DURATION:"
        "DOTA_Tooltip_ability_nyx_assassin_spiked_carapace_datadriven_stun_duration"		"STUN DURATION:"

        "DOTA_Tooltip_ability_obsidian_destroyer_arcane_orb_datadriven"						"Arcane Orb"
